dteday,season,weathersit_x,cnt_x,Level_deman_x,hr,weathersit_y,cnt_y,Level_deman_y
2011-01-13,1,1,1406,Low,12,1,52,Medium
2011-01-13,1,1,1406,Low,13,1,83,Medium
2011-01-13,1,1,1406,Low,14,1,42,Medium
2011-01-13,1,1,1406,Low,15,1,60,Medium
2011-01-13,1,1,1406,Low,16,1,78,Medium
2011-01-13,1,1,1406,Low,17,1,162,Medium
2011-01-13,1,1,1406,Low,18,1,144,Medium
2011-01-13,1,1,1406,Low,19,1,99,Medium
2011-01-13,1,1,1406,Low,20,1,64,Medium
2011-01-13,1,1,1406,Low,21,1,40,Low
2011-01-13,1,1,1406,Low,22,1,30,Low
2011-01-13,1,1,1406,Low,23,1,15,Low
2011-01-14,1,1,1421,Low,0,1,14,Low
2011-01-14,1,1,1421,Low,1,1,5,Low
2011-01-14,1,1,1421,Low,2,1,1,
2011-01-14,1,1,1421,Low,3,1,1,
2011-01-14,1,1,1421,Low,5,1,8,Low
2011-01-14,1,1,1421,Low,6,1,17,Low
2011-01-14,1,1,1421,Low,7,1,70,Medium
2011-01-14,1,1,1421,Low,8,1,158,Medium
2011-01-14,1,1,1421,Low,9,1,117,Medium
2011-01-14,1,1,1421,Low,10,1,44,Medium
2011-01-14,1,1,1421,Low,11,1,53,Medium
2011-01-14,1,1,1421,Low,12,1,61,Medium
2011-01-14,1,1,1421,Low,13,1,77,Medium
2011-01-14,1,1,1421,Low,14,1,64,Medium
2011-01-14,1,1,1421,Low,15,1,68,Medium
2011-01-14,1,1,1421,Low,16,1,90,Medium
2011-01-14,1,1,1421,Low,17,1,159,Medium
2011-01-14,1,1,1421,Low,18,1,139,Medium
2011-01-14,1,1,1421,Low,19,1,92,Medium
2011-01-14,1,1,1421,Low,20,1,68,Medium
2011-01-14,1,1,1421,Low,21,1,52,Medium
2011-01-14,1,1,1421,Low,22,2,36,Low
2011-01-14,1,1,1421,Low,23,2,27,Low
2011-01-15,1,2,1248,Low,0,1,28,Low
2011-01-15,1,2,1248,Low,1,2,20,Low
2011-01-15,1,2,1248,Low,2,2,12,Low
2011-01-15,1,2,1248,Low,3,2,8,Low
2011-01-15,1,2,1248,Low,4,2,5,Low
2011-01-15,1,2,1248,Low,5,1,1,
2011-01-15,1,2,1248,Low,6,1,3,Low
2011-01-15,1,2,1248,Low,7,1,10,Low
2011-01-15,1,2,1248,Low,8,1,23,Low
2011-01-15,1,2,1248,Low,9,1,33,Low
2011-01-15,1,2,1248,Low,10,1,59,Medium
2011-01-15,1,2,1248,Low,11,1,72,Medium
2011-01-15,1,2,1248,Low,12,1,89,Medium
2011-01-15,1,2,1248,Low,13,1,101,Medium
2011-01-15,1,2,1248,Low,14,1,118,Medium
2011-01-15,1,2,1248,Low,15,2,129,Medium
2011-01-15,1,2,1248,Low,16,2,128,Medium
2011-01-15,1,2,1248,Low,17,2,83,Medium
2011-01-15,1,2,1248,Low,18,2,84,Medium
2011-01-15,1,2,1248,Low,19,2,74,Medium
2011-01-15,1,2,1248,Low,20,2,41,Medium
2011-01-15,1,2,1248,Low,21,2,57,Medium
2011-01-15,1,2,1248,Low,22,2,26,Low
2011-01-15,1,2,1248,Low,23,1,44,Medium
2011-01-16,1,1,1204,Low,0,1,39,Low
2011-01-16,1,1,1204,Low,1,1,23,Low
2011-01-16,1,1,1204,Low,2,1,16,Low
2011-01-16,1,1,1204,Low,3,1,15,Low
2011-01-16,1,1,1204,Low,4,1,1,
2011-01-16,1,1,1204,Low,5,2,2,Low
2011-01-16,1,1,1204,Low,6,2,1,
2011-01-16,1,1,1204,Low,7,2,3,Low
2011-01-16,1,1,1204,Low,8,1,18,Low
2011-01-16,1,1,1204,Low,9,1,32,Low
2011-01-16,1,1,1204,Low,10,1,79,Medium
2011-01-16,1,1,1204,Low,11,1,93,Medium
2011-01-16,1,1,1204,Low,12,1,104,Medium
2011-01-16,1,1,1204,Low,13,1,118,Medium
2011-01-16,1,1,1204,Low,14,1,91,Medium
2011-01-16,1,1,1204,Low,15,1,113,Medium
2011-01-16,1,1,1204,Low,16,1,99,Medium
2011-01-16,1,1,1204,Low,17,1,105,Medium
2011-01-16,1,1,1204,Low,18,1,67,Medium
2011-01-16,1,1,1204,Low,19,1,61,Medium
2011-01-16,1,1,1204,Low,20,1,57,Medium
2011-01-16,1,1,1204,Low,21,1,28,Low
2011-01-16,1,1,1204,Low,22,2,21,Low
2011-01-16,1,1,1204,Low,23,2,18,Low
2011-01-17,1,2,1000,Low,0,2,17,Low
2011-01-17,1,2,1000,Low,1,2,16,Low
2011-01-17,1,2,1000,Low,2,2,8,Low
2011-01-17,1,2,1000,Low,3,2,2,Low
2011-01-17,1,2,1000,Low,4,2,3,Low
2011-01-17,1,2,1000,Low,5,2,1,
2011-01-17,1,2,1000,Low,6,2,5,Low
2011-01-17,1,2,1000,Low,7,2,13,Low
2011-01-17,1,2,1000,Low,8,2,33,Low
2011-01-17,1,2,1000,Low,9,2,47,Medium
2011-01-17,1,2,1000,Low,10,2,57,Medium
2011-01-17,1,2,1000,Low,11,2,64,Medium
2011-01-17,1,2,1000,Low,12,2,80,Medium
2011-01-17,1,2,1000,Low,13,2,93,Medium
2011-01-17,1,2,1000,Low,14,2,86,Medium
2011-01-17,1,2,1000,Low,15,2,93,Medium
2011-01-17,1,2,1000,Low,16,2,82,Medium
2011-01-17,1,2,1000,Low,17,1,71,Medium
2011-01-17,1,2,1000,Low,18,2,92,Medium
2011-01-17,1,2,1000,Low,19,3,60,Medium
2011-01-17,1,2,1000,Low,20,3,33,Low
2011-01-17,1,2,1000,Low,21,3,27,Low
2011-01-17,1,2,1000,Low,22,3,13,Low
2011-01-17,1,2,1000,Low,23,3,4,Low
2011-01-18,1,2,683,Low,12,2,3,Low
2011-01-18,1,2,683,Low,13,2,22,Low
2011-01-18,1,2,683,Low,14,2,28,Low
2011-01-18,1,2,683,Low,15,2,35,Low
2011-01-18,1,2,683,Low,16,2,61,Medium
2011-01-18,1,2,683,Low,17,2,125,Medium
2011-01-18,1,2,683,Low,18,2,133,Medium
2011-01-18,1,2,683,Low,19,2,99,Medium
2011-01-18,1,2,683,Low,20,2,83,Medium
2011-01-18,1,2,683,Low,21,2,41,Medium
2011-01-18,1,2,683,Low,22,2,33,Low
2011-01-18,1,2,683,Low,23,2,20,Low
2011-01-19,1,2,1650,Low,0,2,3,Low
2011-01-19,1,2,1650,Low,1,3,7,Low
2011-01-19,1,2,1650,Low,2,3,3,Low
2011-01-19,1,2,1650,Low,4,3,2,Low
2011-01-19,1,2,1650,Low,5,2,7,Low
2011-01-19,1,2,1650,Low,6,2,32,Low
2011-01-19,1,2,1650,Low,7,2,90,Medium
2011-01-19,1,2,1650,Low,8,2,197,Medium
2011-01-19,1,2,1650,Low,9,2,109,Medium
2011-01-19,1,2,1650,Low,10,2,47,Medium
2011-01-19,1,2,1650,Low,11,2,52,Medium
2011-01-19,1,2,1650,Low,12,2,70,Medium
2011-01-19,1,2,1650,Low,13,1,78,Medium
2011-01-19,1,2,1650,Low,14,1,75,Medium
2011-01-19,1,2,1650,Low,15,1,82,Medium
2011-01-19,1,2,1650,Low,16,1,104,Medium
2011-01-19,1,2,1650,Low,17,1,197,Medium
2011-01-19,1,2,1650,Low,18,1,161,Medium
2011-01-19,1,2,1650,Low,19,1,112,Medium
2011-01-19,1,2,1650,Low,20,1,76,Medium
2011-01-19,1,2,1650,Low,21,1,59,Medium
2011-01-19,1,2,1650,Low,22,1,59,Medium
2011-01-19,1,2,1650,Low,23,1,28,Low
2011-01-20,1,2,1927,Low,0,1,13,Low
2011-01-20,1,2,1927,Low,1,1,5,Low
2011-01-20,1,2,1927,Low,2,1,2,Low
2011-01-20,1,2,1927,Low,3,1,1,
2011-01-20,1,2,1927,Low,4,1,1,
2011-01-20,1,2,1927,Low,5,1,6,Low
2011-01-20,1,2,1927,Low,6,1,35,Low
2011-01-20,1,2,1927,Low,7,1,101,Medium
2011-01-20,1,2,1927,Low,8,1,249,Medium
2011-01-20,1,2,1927,Low,9,2,143,Medium
2011-01-20,1,2,1927,Low,10,1,57,Medium
2011-01-20,1,2,1927,Low,11,2,68,Medium
2011-01-20,1,2,1927,Low,12,2,84,Medium
2011-01-20,1,2,1927,Low,13,2,98,Medium
2011-01-20,1,2,1927,Low,14,2,81,Medium
2011-01-20,1,2,1927,Low,15,2,70,Medium
2011-01-20,1,2,1927,Low,16,2,91,Medium
2011-01-20,1,2,1927,Low,17,2,215,Medium
2011-01-20,1,2,1927,Low,18,2,185,Medium
2011-01-20,1,2,1927,Low,19,1,152,Medium
2011-01-20,1,2,1927,Low,20,2,126,Medium
2011-01-20,1,2,1927,Low,21,2,57,Medium
2011-01-20,1,2,1927,Low,22,2,56,Medium
2011-01-20,1,2,1927,Low,23,2,31,Low
2011-01-21,1,1,1543,Low,0,2,21,Low
2011-01-21,1,1,1543,Low,1,2,6,Low
2011-01-21,1,1,1543,Low,2,3,2,Low
2011-01-21,1,1,1543,Low,3,3,1,
2011-01-21,1,1,1543,Low,4,2,1,
2011-01-21,1,1,1543,Low,5,1,5,Low
2011-01-21,1,1,1543,Low,6,1,27,Low
2011-01-21,1,1,1543,Low,7,1,68,Medium
2011-01-21,1,1,1543,Low,8,1,217,Medium
2011-01-21,1,1,1543,Low,9,1,166,Medium
2011-01-21,1,1,1543,Low,10,1,63,Medium
2011-01-21,1,1,1543,Low,11,1,59,Medium
2011-01-21,1,1,1543,Low,12,1,78,Medium
2011-01-21,1,1,1543,Low,13,1,73,Medium
2011-01-21,1,1,1543,Low,14,1,62,Medium
2011-01-21,1,1,1543,Low,15,1,65,Medium
2011-01-21,1,1,1543,Low,16,1,97,Medium
2011-01-21,1,1,1543,Low,17,1,161,Medium
2011-01-21,1,1,1543,Low,18,1,120,Medium
2011-01-21,1,1,1543,Low,19,1,96,Medium
2011-01-21,1,1,1543,Low,20,1,53,Medium
2011-01-21,1,1,1543,Low,21,1,41,Medium
2011-01-21,1,1,1543,Low,22,1,34,Low
2011-01-21,1,1,1543,Low,23,1,27,Low
2011-01-22,1,1,981,Low,0,1,13,Low
2011-01-22,1,1,981,Low,1,2,12,Low
2011-01-22,1,1,981,Low,2,2,11,Low
2011-01-22,1,1,981,Low,3,2,7,Low
2011-01-22,1,1,981,Low,4,2,3,Low
2011-01-22,1,1,981,Low,6,2,2,Low
2011-01-22,1,1,981,Low,7,1,8,Low
2011-01-22,1,1,981,Low,8,1,27,Low
2011-01-22,1,1,981,Low,9,1,40,Low
2011-01-22,1,1,981,Low,10,2,53,Medium
2011-01-22,1,1,981,Low,11,2,63,Medium
2011-01-22,1,1,981,Low,12,2,70,Medium
2011-01-22,1,1,981,Low,13,1,84,Medium
2011-01-22,1,1,981,Low,14,1,75,Medium
2011-01-22,1,1,981,Low,15,1,103,Medium
2011-01-22,1,1,981,Low,16,1,83,Medium
2011-01-22,1,1,981,Low,17,1,67,Medium
2011-01-22,1,1,981,Low,18,1,54,Medium
2011-01-22,1,1,981,Low,19,1,59,Medium
2011-01-22,1,1,981,Low,20,1,45,Medium
2011-01-22,1,1,981,Low,21,1,39,Low
2011-01-22,1,1,981,Low,22,1,30,Low
2011-01-22,1,1,981,Low,23,1,33,Low
2011-01-23,1,1,986,Low,0,1,22,Low
2011-01-23,1,1,986,Low,1,1,13,Low
2011-01-23,1,1,986,Low,2,1,18,Low
2011-01-23,1,1,986,Low,3,1,5,Low
2011-01-23,1,1,986,Low,5,2,3,Low
2011-01-23,1,1,986,Low,6,2,1,
2011-01-23,1,1,986,Low,7,1,2,Low
2011-01-23,1,1,986,Low,8,1,19,Low
2011-01-23,1,1,986,Low,9,1,28,Low
2011-01-23,1,1,986,Low,10,1,58,Medium
2011-01-23,1,1,986,Low,11,1,99,Medium
2011-01-23,1,1,986,Low,12,1,116,Medium
2011-01-23,1,1,986,Low,13,1,87,Medium
2011-01-23,1,1,986,Low,14,1,110,Medium
2011-01-23,1,1,986,Low,15,1,77,Medium
2011-01-23,1,1,986,Low,16,1,65,Medium
2011-01-23,1,1,986,Low,17,1,55,Medium
2011-01-23,1,1,986,Low,18,1,49,Medium
2011-01-23,1,1,986,Low,19,1,50,Medium
2011-01-23,1,1,986,Low,20,1,35,Low
2011-01-23,1,1,986,Low,21,1,25,Low
2011-01-23,1,1,986,Low,22,1,28,Low
2011-01-23,1,1,986,Low,23,1,21,Low
2011-01-24,1,1,1416,Low,0,1,7,Low
2011-01-24,1,1,1416,Low,1,1,1,
2011-01-24,1,1,1416,Low,3,1,1,
2011-01-24,1,1,1416,Low,4,1,1,
2011-01-24,1,1,1416,Low,5,1,5,Low
2011-01-24,1,1,1416,Low,6,1,15,Low
